公司名稱,工作職稱,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,接受身份,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,聯絡人,聯絡方式,連結路徑
社團法人中華基督教今日傳媒發展協會,新聞記者(台北),"我們需要具有新聞採訪的專業能力，並且對福音與正向新聞有熱忱之人才，若您符合以下要件，歡迎您主動依本會規定方式應徵---

1.新聞與活動採訪策劃，執行深度報導與採訪 
2.觀察、訪問或調查、蒐集有關教會活動消息，並注意發掘具有新聞價值之新聞
3.撰寫報導，並提交編輯部處理後發表
4.文字撰寫能力佳、對新聞工作有熱情，有報紙採訪等相關經驗 
5.具備基本文案提案及攝影能力者 
6.具平面新聞媒體及雜誌出版業採訪記者職務1年以上工作經驗者",['記者／採編'],"月薪28,000~38,000元",全職,台北市中正區林森南路,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班,依公司規定,可年後上班,1~2人,"['上班族', '原住民', '二度就業']",2年以上,專科、大學、碩士,大眾傳播學科類,不拘,Excel、PowerPoint、Word、中文打字75~100、英文打字20~50、PhotoImpact,不拘,熟悉基督教信仰與教會生態，對福音傳播有負擔者較佳。,"一、保險
1.勞保/健保
2.團體保險:壽險、意外險、醫療險、職業災害
二、婚喪喜慶補助
三、急難救助
四、不定期員工聚餐
五、教育訓練
六、依法提撥新制退休金
七、休假制度
1.優於勞基法的特休制度:
不須服務滿一年，即可享有特休假
2.其餘休假制度依法令規定
八、定期員工體檢

*僅台灣地區適用，國外地區依各國法令另訂。",人資,無,https://www.104.com.tw/job/62jt8?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,新北市新莊區居家托育服務中心(保母訪視社工員),"1.協助托育人員、家長等，連結外界資源 
2.分析個案的需求並長期追蹤管理 
3.執行家庭訪視、電話訪談、個案資料登錄 
4.推動政府的相關服務方案　 
5.辦理親職教育相關活動 
6.提供托育人員管理輔導、情緒支持、服務諮詢、資源的轉介 
7.提升主要照顧者的教養知能與技巧 
8.協助家長申請托育費用補助，並提供幼兒保育諮詢、糾紛輔導。 
9.執行全國保母資訊網之建制作業及定期報表彙報事宜。 
10.辦理居家托育服務中心一般性行政事務。 
12.接受每年至少18小時之研習訓練。","['社工人員', '教保員', '護理師及護士']","月薪30,000~33,000元",全職,新北市新莊區後港一路130巷25號1樓,不需負擔管理責任,無需出差外派,日班，需輪班,依公司規定,一週內,1人,"['上班族', '原住民', '二度就業']",不拘,專科以上,學前教育相關、社會學相關、兒童保育相關,台語 -- 中等,Excel、PowerPoint、Word,不拘,"1.需自備機車、駕照
2.活潑喜歡與人互動
3.電腦能力佳者
4.有保母證照者佳",無,林督導,baby22082667@gmail.com,https://www.104.com.tw/job/6py5m?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,護理師(臺北市公共托嬰中心),"1.愛小孩、富愛心、有耐心，協助照顧嬰幼兒用藥
2.負責身體微恙之病童基礎照護、檢查、帶診等醫療事務。
3.支援托育人員日常作業。
4.負責幼童之身理發展評量。
5.具托嬰中心、小兒科、婦產科、產後護理之家、月子中心等相關經驗者優先。","['護理師及護士', '專科護理師', '其他醫療人員']","月薪32,000元以上",全職,台北市萬華區西藏路201號,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,[],不拘,專科以上,護理助產相關、公共衛生相關、醫務管理相關,不拘,Windows 7、Excel、Internet Explorer、PowerPoint、Word,不拘,無,無,洪主任,wonda1051121@gmail.com,https://www.104.com.tw/job/6rhvk?jobsource=2018indexpoc
社團法人台灣身心機能活化運動協會,日間照顧中心 照顧服務員,"服務對象:失能、失智長者
服務內容:
   1.日常生活照顧(生活及身體照顧、身體清潔、協助沐浴、陪伴服務、備餐服務) 
   2.身心機能活化運動帶領健康促進、節慶活動、文康休閒活動設計
   3.維護日照中心環境舒適與清潔
   4.協助長輩交通接送服務
   5.個案紀錄管理、主管臨時交辦事項等",['照顧服務員'],"月薪28,000~32,000元",全職,高雄市左營區翠華路601巷67號,不需負擔管理責任,無需出差外派,日班，8:00~17:00,週休二日,不限,1人,"['上班族', '夜間就讀中']",1年以上,專科以上,不拘,不拘,Excel、Word,不拘,"1.需有1年以上長照相關經驗
2.老人或長期照顧相關科系畢業者，並領有照顧服務員結訓或單一級技術士證者
3.需要愛心及耐心，對照顧服務有興趣
4.工作態度需積極認真負責，且警覺性高",勞保，健保，員工意外險,張淑慧,高雄市左營區翠華路601巷69號,https://www.104.com.tw/job/6wret?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,臺北市中正區居家托育服務中心(保母社工員),"1.協助托育人員、家長等，連結外界資源 
2.分析個案的需求並長期追蹤管理 
3.執行家庭訪視、電話訪談、個案資料登錄 
4.推動政府的相關服務方案　 
5.辦理親職教育相關活動 
6.提供托育人員管理輔導、情緒支持、服務諮詢、資源的轉介 
7.提升主要照顧者的教養知能與技巧 
8.協助家長申請托育費用補助，並提供幼兒保育諮詢、糾紛輔導。 
9.執行全國保母資訊網之建制作業及定期報表彙報事宜。 
10.辦理居家托育服務中心一般性行政事務。 
12.接受每年至少18小時之研習訓練。","['社工人員', '教保員', '護理師及護士']","月薪30,000~33,000元",全職,台北市萬華區中華路二段416巷5號1樓,不需負擔管理責任,無需出差外派,日班，需輪班,依公司規定,一週內,1人,"['上班族', '原住民', '二度就業']",2年以上,專科以上,學前教育相關、社會學相關、兒童保育相關,台語 -- 中等,Excel、PowerPoint、Word,不拘,"1.需自備機車、駕照
2.活潑喜歡與人互動
3.電腦能力佳者
4.有保母證照者佳",無,林督導,baby22082667@gmail.com,https://www.104.com.tw/job/6rs5n?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,臺北市中正區居家托育服務中心(保母訪視輔導員),"1.協助托育人員、家長等，連結外界資源 
2.分析個案的需求並長期追蹤管理 
3.執行家庭訪視、電話訪談、個案資料登錄 
4.推動政府的相關服務方案　 
5.辦理親職教育相關活動 
6.提供托育人員管理輔導、情緒支持、服務諮詢、資源的轉介 
7.提升主要照顧者的教養知能與技巧 
8.協助家長申請托育費用補助，並提供幼兒保育諮詢、糾紛輔導。 
9.執行全國保母資訊網之建制作業及定期報表彙報事宜。 
10.辦理居家托育服務中心一般性行政事務。 
12.接受每年至少18小時之研習訓練。","['社工人員', '教保員', '護理師及護士']","月薪30,000~33,000元",全職,台北市萬華區中華路二段416巷5號1樓,不需負擔管理責任,無需出差外派,日班，需輪班,依公司規定,一週內,1人,"['上班族', '原住民', '二度就業']",不拘,專科以上,學前教育相關、社會學相關、兒童保育相關,台語 -- 中等,Excel、PowerPoint、Word,不拘,"1.需自備機車、駕照
2.活潑喜歡與人互動
3.電腦能力佳者
4.有保母證照者佳",無,林督導,baby22082667@gmail.com,https://www.104.com.tw/job/6rs5q?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,會務人員,"1.負責一般文書資料處理工作。
2.維護、更新、管理各類文件檔案（如：合約、會議記錄、書目資料、活動文件）和資料庫系統。
3.完成工作時程表，管理行事曆，並負責會議協調與安排。
4.準備會議議程，參與會議並撰寫會議記錄。
5.負責費用預估、控管及報表製作。","['行政人員', '財務會計助理', '行銷企劃人員']","月薪26,000~28,000元",全職,新北市新莊區後港一路130巷25號1樓,不需負擔管理責任,無需出差外派,日班，需輪班,依公司規定,不限,1人,[],1年以上,專科以上,會計學相關、一般商業學類、文書管理相關,不拘,Windows 7、Excel、Internet Explorer、PowerPoint、Word,不拘,品行佳、需自備機車,無,江總幹事,02-22082667-17,https://www.104.com.tw/job/6qqwv?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,新莊區居家托育服務中心(保母訪視輔導員),"1.協助托育人員、家長等，連結外界資源 
2.分析個案的需求並長期追蹤管理 
3.執行家庭訪視、電話訪談、個案資料登錄 
4.推動政府的相關服務方案　 
5.辦理親職教育相關活動 
6.提供托育人員管理輔導、情緒支持、服務諮詢、資源的轉介 
7.提升主要照顧者的教養知能與技巧 
8.協助家長申請托育費用補助，並提供幼兒保育諮詢、糾紛輔導。 
9.執行全國保母資訊網之建制作業及定期報表彙報事宜。 
10.辦理居家托育服務中心一般性行政事務。 
12.接受每年至少18小時之研習訓練。","['教保員', '社工人員', '托育人員']","月薪29,000~33,000元",全職,新北市新莊區後港一路130巷25號1樓,不需負擔管理責任,無需出差外派,日班，需輪班,依公司規定,一週內,1人,"['上班族', '原住民', '二度就業']",2年以上,專科以上,學前教育相關、社會學相關、兒童保育相關,台語 -- 中等,Excel、PowerPoint、Word,不拘,"1.需自備機車、駕照
2.活潑喜歡與人互動
3.電腦能力佳者
4.有保母證照者佳",無,林督導,baby22082667@gmail.com,https://www.104.com.tw/job/6py5u?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,內湖區行政人員,"1.依照公司內部各單位或公司外部來文草擬回覆的公文 
2.將核准之文件送打、校對、並登記發出日期、文號等紀錄 
3.將各類文件歸檔以供日後查詢 
4.簡章製作及宣傳 
5.登陸托育補助及各項文件統計分析","['行政人員', '教育訓練人員']","月薪28,000~30,000元",全職,台北市內湖區內湖路二段486號1樓，離捷運站1分鐘,不需負擔管理責任,無需出差外派,日班，需輪班,依公司規定,一個月內,1人,['上班族'],不拘,專科以上,不拘,不拘,Windows 7、Windows 8、Excel、Outlook、Word,不拘,"1.具備機車 
2.抗壓性加 
3.親切活潑 
4.認真負責",無,林小姐,02-22082667-29,https://www.104.com.tw/job/6vxl5?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,臺北市龍山家園(托育人員),"（一）擬定托育活動計畫 
（二）實施托育活動。 
（三）規畫托育環境。 
（四）觀察嬰幼兒發展，並針對需輔導個案進行追蹤輔導。 
（五）親職聯繫與溝通事項。 
（六）參與在職進修。 
（七）記錄兒童生活成長與諮詢轉介、生活與活動紀錄。 
（八）維護托育環境整潔與秩序。 
（九）參與輪值及各項中心內活動。 
（十）其他交辦事項。","['幼教班老師', '教保員', '托育人員']","月薪28,000~33,000元",全職,台北市萬華區龍山國小內(近和平西路),不需負擔管理責任,無需出差外派,日班,依公司規定,一週內,1人,['上班族'],不拘,不拘,學前教育相關、兒童保育相關,台語 -- 中等,Excel、Outlook、PowerPoint、Word,不拘,"具有愛心、耐心並能吃苦耐勞者
具備保母證照或相關科系畢業",無,主任,longshan0719@gmail.com,https://www.104.com.tw/job/6o7m1?jobsource=2018indexpoc
BSI_香港商英國標準協會太平洋有限公司台灣分公司,南區業務人員,"本公司具完整之培訓體系，只要有強烈學習意願及學習能力，就是我們要的人才。歡迎勇於接受挑戰、具企圖心，積極、開朗特質的您加入。

在這份工作中，您需要從事：
1.新客戶開發及客戶關係維護。
2.完成業務相關行政流程作業。
3.執行主管交辦事項。

您需要具備的特質及能力：
-具備良好的人際互動溝通與表達能力。
-具獨立開發市場能力
-具業務簡報能力
-具備基本英文書信讀寫能力","['國內業務人員', '國外業務人員']","月薪32,000~40,000元",全職,台北市內湖區採home-based形式上班,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,['上班族'],3年以上,大學、碩士,商業及管理學科類、英美語文相關,英文 -- 聽 /中等、說 /中等、讀 /中等、寫 /中等,Excel、Outlook、PowerPoint、Word,不拘,"一、本職缺亦歡迎對業務有熱忱的「非商學科系」畢業生。
二、業務或業務助理相關經驗三年以上尤佳。","● 獎金/禮品類
1.依據營運績效發放年終獎金
2.端午/中秋節禮品
3.生日禮金
4.年度旅遊補助
5.結婚/生育/住院/喪葬互助金
6.幸福好孕袋

●保險類
1.勞保
2.健保
3.團保(員工本人由公司全額負擔費用)
4.職災保險
5.退休金提撥

●休閒類
1.不定期舉辦員工旅遊
2.不定期午茶點心
3.每月慶生會
4.每天供應美式咖啡、茶包
5.企業按摩師服務

●請/休假制度
1.週休二日
2.挪移假(優於法令)
3.陪產假
4.家庭照顧假
5.女性同仁生理假
6.育嬰假",蔡小姐,無,https://www.104.com.tw/job/6thws?jobsource=2018indexpoc
臺北市政府社會局委託社團法人新北市春陽關懷協會經營管理臺北市龍山社區公共托育家園,新北市三重台北橋公托托育人員,"（一）擬定托育活動計畫 
（二）實施托育活動。 
（三）規畫托育環境。 
（四）觀察嬰幼兒發展，並針對需輔導個案進行追蹤輔導。 
（五）親職聯繫與溝通事項。 
（六）參與在職進修。 
（七）記錄兒童生活成長與諮詢轉介、生活與活動紀錄。 
（八）維護托育環境整潔與秩序。 
（九）參與輪值及各項中心內活動。 
（十）其他交辦事項。","['幼教班老師', '教保員']","月薪27,600~30,600元",全職,新北市三重區台北橋捷運站(二樓),不需負擔管理責任,無需出差外派,日班,依公司規定,一週內,1~3人,['上班族'],不拘,高中以上,學前教育相關、兒童保育相關、其他家政相關,不拘,Excel、Outlook、PowerPoint、Word,不拘,"1.具有保母證照
2.有愛心、耐心並能吃苦耐勞者",無,陳主任,taipeibridge107@gmail.com,https://www.104.com.tw/job/6oei3?jobsource=2018indexpoc
